id,frames,gate,crossing_events
31a7890827f5bab8be64473f,"[""frames/b487554c309b0532e1ea8d26.png"",""frames/d72492041e12d460d52bbf76.png"",""frames/ce782dd44d3403f957a4008c.png"",""frames/c6ed2c3518f526dc63aa809a.png"",""frames/6302d8f20b6e89d4c0dbb21a.png"",""frames/4629f4de9acaa20bcdf27d0c.png"",""frames/2b3e6d381ae37de531b836ea.png"",""frames/1dfef7c06dbdaffe7065431e.png"",""frames/20dcef5ca296d6c54d9f6e79.png"",""frames/7dad2a3dda481fdf513e461e.png"",""frames/1988e3ecb3c024ec533fa83d.png"",""frames/24ac96435f064a8e2358302c.png"",""frames/691a8917d5c15e3ceec3db7e.png"",""frames/2565db6005b13104a239a16d.png"",""frames/00e48d718cf1dbda2414db7a.png"",""frames/43619cd1fa25b8e3ad758597.png"",""frames/cd50026023059c25bd6a235b.png"",""frames/12f3259846b6611461abbfc6.png"",""frames/9ae916aa0673695387ebde3f.png"",""frames/2d97bbfb02109bf39e757f78.png""]","[0.5,0,0.5,1]","[[1.080637,1,0.875975],[15.193604,1,0.700973]]"
31aeb8b29a18595cfcbb7236,"[""frames/7a16828557dbab7a60a84028.png"",""frames/657bbcc22445bf09b44aa17c.png"",""frames/469bebd43085b616f2384eb9.png"",""frames/ebfbfce4d626fc54ade4660f.png"",""frames/d7733a6fc56a2e45f4c25b09.png"",""frames/965907a246c1d11568a4fd55.png"",""frames/88f60d163e984188af8faf57.png"",""frames/ea68faab3ef72d899ffc7b4b.png"",""frames/9978f8a01bdbc9f3a0f67e15.png"",""frames/5ea5e593c996482bf8cf93fc.png"",""frames/132ef19a4dd59636bf095a5d.png"",""frames/5004d7fcaa2854c8ab230b5e.png"",""frames/1bc499a5a1703224b2373f9b.png"",""frames/f5516c5b3bc3ec235f1745e7.png"",""frames/a5bff8c3294420c9dcca7331.png"",""frames/e167fbe5a3b255eaf31ad0d3.png"",""frames/b991004440960cb18616618b.png"",""frames/c266a290d53befce07d6c96f.png"",""frames/c5d50c74d986455c85b2cd24.png"",""frames/fecc687f69e0acd6621ae4fb.png""]","[0.2,0,0.2,1]","[[5.587979,-1,0.193016],[15.461019,1,0.061832],[17.087979,-1,0.898451]]"
31f4ab784713719cd149c9a3,"[""frames/bd0c61f92e8336696f39a45c.png"",""frames/e50d374ea971c4e080b50c77.png"",""frames/ff0eef69166b29da3f5caa66.png"",""frames/5358b20c2f2665c288425d21.png"",""frames/eb5b865b2de66a3add2ef27c.png"",""frames/83416373f0cf58a2748cb148.png"",""frames/3092b2d542fdb5de4e58c2d8.png"",""frames/2bb01d6a70d830ff80d1b106.png"",""frames/3bb71f728303e00581de45fc.png"",""frames/2ab99ecc34c777a4d395bb91.png"",""frames/6379e47b8b3871a84a7aeb92.png"",""frames/f80224895ec809ce50a8d5f8.png"",""frames/7656c5279629cfb1b716c3a9.png"",""frames/fa13030cdf92ba2df5d28262.png"",""frames/d99ff92d8b06e95cdc777add.png"",""frames/8b903527ede64ca9d744320e.png"",""frames/bd21c62da2ef019663e01874.png"",""frames/2557cb4e8be417669e5434d9.png"",""frames/6ba85af3ae7dbe0170865903.png"",""frames/c31ae179a0754f7b568068ed.png""]","[0,0.2,1,0.2]","[[10.681911,-1,0.289994],[11.477134,1,0.280437]]"
320e32f538d8eaac758b9de6,"[""frames/754b53454283d51b0c63113f.png"",""frames/980041b4e985866e546d16a1.png"",""frames/541bd41ca84410ef8c208dc0.png"",""frames/de7b0e35379cfb5bd7dd4c38.png"",""frames/a95c9620996595c24184acd8.png"",""frames/624c006d881364f615077741.png"",""frames/3816c3a47c826324dbf8bea9.png"",""frames/09cc4e4d6cbd377b02f51321.png"",""frames/f0aab0607d5e40f4efeff175.png"",""frames/4f0c4aa740e305a25344b088.png"",""frames/bd01e7b417dd7d9bb3f431c7.png"",""frames/313e64574e4fa85378f356d1.png"",""frames/85038de8f8eb43f023af1a9e.png"",""frames/578630d5b3d68d703db672a8.png"",""frames/ad331d4b639f37f7c385e025.png"",""frames/857f518bf7a3fe7a29cc84a7.png"",""frames/a6d4336100968fcefb1adbfb.png"",""frames/fbbc2ff4f6a29f2def55f3db.png"",""frames/2179a452fa3a08bc9e889a9a.png"",""frames/07c489478c27e2ef66bdfc31.png""]","[0,0.5,1,0.5]","[[11.004604,1,0.520916],[17.00586,1,0.551506]]"
3264c3994c763cc4500aa25c,"[""frames/44b58b92b559986d8006194d.png"",""frames/4bb4ce86fb30c156990c1fca.png"",""frames/c7514b011730f7ea280e8361.png"",""frames/4aa30e01df6f5864f18f81f7.png"",""frames/78458803f96671ca765fc9af.png"",""frames/96aae1c5ff07284577457d6c.png"",""frames/dd3ff1ecc2ab214841653050.png"",""frames/921d476e1d3a808b20800e7a.png"",""frames/75f0e25748ee3d3bcbe80ae3.png"",""frames/e759a26ef45ca9cdfcc90144.png"",""frames/d517104b7a9bdb32ed8e6e25.png"",""frames/15bd0b1ef2c1b36ba0e2e62a.png"",""frames/a1fd0f0fce910b2b2e1be726.png"",""frames/f1c4502c2f24a03ea4f159be.png"",""frames/83f50dbc6418ee4412e84050.png"",""frames/0d8538e162293cd2f7169b5b.png"",""frames/905d0c7a885afd4b8d35480f.png"",""frames/a9601072307bae5807628455.png"",""frames/c51ecacb7b56347ece3a9dcf.png"",""frames/3112b3eedf6742ba3624302d.png""]","[0.5,0,0.5,1]","[[13.921272,1,0.824645],[15.309046,-1,0.81949],[16.552763,1,0.821657]]"
32a9fdda2c9780bdeec2fa9e,"[""frames/5b3c8b8006e0320b1ab295a6.png"",""frames/4a737ae72a45ebd1e00a9117.png"",""frames/af894b14fa8a9099fc816b71.png"",""frames/209053898aa06da9ab7e88ff.png"",""frames/621d3e676f6b51e426af6350.png"",""frames/95f0def685a94a65f779efcd.png"",""frames/361ddce8baa4d49ea28f3575.png"",""frames/890d72fefb26cb847fe701c0.png"",""frames/d373083560e764925ce29933.png"",""frames/b55480672d455f13fb5a2f02.png"",""frames/99325fdf6ab3d1a1c5d27bda.png"",""frames/3cec766f4af76eee6ff22d4d.png"",""frames/c8ed9a8cb70625e6ef0d46bc.png"",""frames/f239b213a011b96f48ddc9d3.png"",""frames/e7ed456d6ffe39cb5967d0f8.png"",""frames/1264e8c8c4c38992431bb812.png"",""frames/c403b79fdc18dd5347f3258d.png"",""frames/f0401d5f3b97c6f9ed8267cc.png"",""frames/73fa6aa1b7617450f35218e6.png"",""frames/a40ef5f771a9ecd0c7a0b36d.png""]","[0,0.2,1,0.2]","[[2.798594,-1,0.549511],[3.100698,1,0.548243],[5.097188,-1,0.536557],[6.451406,1,0.530872],[9.987042,1,0.434254],[10.097188,-1,0.433772],[12.638875,-1,0.584362],[12.654023,-1,0.469111],[13.543688,1,0.471788],[13.902812,1,0.580724],[14.019436,-1,0.580136],[15.599524,-1,0.478471],[16.369672,1,0.478083],[17.400476,1,0.409201],[17.630328,-1,0.478877]]"
32b38b497518d88da6412f87,"[""frames/495c47c23c232de13086b72c.png"",""frames/95c4778318f37d9a4559dfde.png"",""frames/ae83a922a1cf712590284d19.png"",""frames/1ea229a2128b51de36438646.png"",""frames/7a488b075620073c01297480.png"",""frames/e4fe3d51007670cf670bf2d3.png"",""frames/02d5d146c9f0caabff6851df.png"",""frames/3a222ec8dc7ba0072f2997ed.png"",""frames/ceba51ffca93963db1813817.png"",""frames/5b5e30532e4e240c11e19889.png"",""frames/aab131df7a2764b3201b64f1.png"",""frames/036fb1ac10133f32df4bf129.png"",""frames/9587b77dc93db14900d44121.png"",""frames/cc0d1708245062e3392ce295.png"",""frames/1d4d1fa649d7ac3cb507f59d.png"",""frames/ccd22cb2479d5507d754a7ae.png"",""frames/23675c10ac0e3117b1564f6f.png"",""frames/df6658ba34e44df495124e97.png"",""frames/1071e7b8f6393e14f582f482.png"",""frames/052a1400f725fde3b569d8ae.png""]","[0,0.2,1,0.2]","[[4.406354,1,0.439207],[16.70122,1,0.236981]]"
332a6002b15df2514962d8ca,"[""frames/f2ec6daf91cf29584f139160.png"",""frames/00ac3381f20c7624ababbca7.png"",""frames/edeb9611312b86069e92bbbd.png"",""frames/afb4fa8379a24f9356702419.png"",""frames/bf7e0cd3172f5573d50bec63.png"",""frames/57db05f6778f77565b008600.png"",""frames/8000be14668130c2f8513169.png"",""frames/cbafbd2a9e3d61f497d09159.png"",""frames/2d7a5f1ab4ec99c18f8ec477.png"",""frames/f0ff090c2d30f303e5aa16ed.png"",""frames/750e21e8d23d6fd8bca2e8a5.png"",""frames/97c9c1f1f27316750c052fc3.png"",""frames/af3082619818b0bd4eb08391.png"",""frames/453cf5047b17f3b02e8ebe22.png"",""frames/ffaf01d4219dbebf28d0de85.png"",""frames/55ce8bf71297ec3a2b490e66.png"",""frames/0fb85c9f4685cb49bc72a75a.png"",""frames/9357c18d0cfbd8bcc6f77d6b.png"",""frames/87cb1a899a57436684826748.png"",""frames/431242e5abf886919752fdcb.png""]","[0,0.5,1,0.5]","[[0.801696,-1,0.308955],[2.15863,1,0.314371],[5.05169,-1,0.348149],[6.541915,1,0.373743]]"
33448c985123638e01639aad,"[""frames/10c7b2b4e7919b13bdd2b83c.png"",""frames/49ee1790f19320fa51e52c26.png"",""frames/944f7adef027ea913bdedc1a.png"",""frames/26f5c8751d7cca390cb01e4e.png"",""frames/97574fc795e1f61037797fd3.png"",""frames/6fe5fb34b12999ca5fdd9169.png"",""frames/3576f2a0540e232124e77552.png"",""frames/82747067d44d9f8726f905db.png"",""frames/e69fa5f1c26ef0442b8e3e6e.png"",""frames/1d5c2e334719327d22d3f4d7.png"",""frames/eb87f27b4f4034c87e22c556.png"",""frames/ca59163777faca4ccaa0b2d0.png"",""frames/87a25f148ac2b6f8a81f25ca.png"",""frames/ae61bb2c65d08c6e7303d08b.png"",""frames/68154e6542cc7cd000cc828b.png"",""frames/0f11343c919954ef17b2e37a.png"",""frames/2b3d8b37104d50b10d8c7ed5.png"",""frames/c8f19d5811bf2b712c8dd872.png"",""frames/b2f4e52fc6a757dea02071cc.png"",""frames/341849306b065eac5a494e62.png""]","[0,0.8,1,0.8]","[[2.790021,1,0.198902],[3.406794,1,0.23685],[4.060012,1,0.146292],[6.020036,1,0.696767],[7.7514,-1,0.283137],[9.127115,-1,0.975],[14.130617,1,0.052582],[17.079302,1,0.662039]]"
3361ddc0490e8e7a304e6563,"[""frames/1addb3843858f6ebf453996d.png"",""frames/9d2f7365f11cc5554d9f0299.png"",""frames/23024ae7b3ff43e21521c943.png"",""frames/f50f669a75547d8547c52d22.png"",""frames/9abfaec43fc6336a02d81d4a.png"",""frames/2a3cf54a52243d7aace361d9.png"",""frames/77e2eb76fdd95993b0f230ea.png"",""frames/f51f1c8210c0010969fbd62b.png"",""frames/d6857d6fe642d635dd710ddc.png"",""frames/60a326ff895f30e3a8125da9.png"",""frames/0d670fe1f57e82f793fffbb5.png"",""frames/82d4f86537310dc004cbf7c9.png"",""frames/a29ead2936e3499ba9decc84.png"",""frames/1e971e0a1d7bed635e0c3ed7.png"",""frames/aed90359f0a4f6a3d9cc19e3.png"",""frames/deb0d4035b2f9c02803d036c.png"",""frames/4ae464bd3b173860f1c2ccb1.png"",""frames/2ce7f64a0cfcee01de84cd21.png"",""frames/bfdaf81ae67a11909d762176.png"",""frames/f330909b16bbdfcf598a1f25.png""]","[0,0.35,1,0.35]","[[7.225093,-1,0.470688],[7.797213,1,0.519225],[13.874676,1,0.471909],[15.859134,-1,0.56163]]"
338c437137eb0386635230af,"[""frames/df012fc91ca34075fd93eb2a.png"",""frames/16e0c44e8733e6aea6ae5f09.png"",""frames/da11304d33a953f66346b27a.png"",""frames/94f9a7f0f7a2ccb4734a779b.png"",""frames/0e3803b2b4de3feda7f6a28a.png"",""frames/ab00ccb3f1a1d4c90e18cdd9.png"",""frames/211a0383ae8e6a33c9d0b6dd.png"",""frames/8038593f5ad9d4961433e284.png"",""frames/1ec82879f8a42b18b9030b2e.png"",""frames/bdd100376970c9e23295d702.png"",""frames/e6887c23db987c315cafdb58.png"",""frames/5058ef523b9aca061cef3eb8.png"",""frames/401ae6ab6d1309dd4d127965.png"",""frames/615b0510d344d21f14c760ca.png"",""frames/d5714e322e1892d284cc0216.png"",""frames/cc84699a03e9d23ba8651089.png"",""frames/5cf6c27bfef42be54f9b746a.png"",""frames/619942f8a689211baa951b8d.png"",""frames/daf701a4cc5277390d143ff8.png"",""frames/82257cadfb64e7e950529fe9.png""]","[0.8,0,0.8,1]","[[0.54342,1,0.448287],[14.758057,1,0.594354]]"
33c764c32a67c14f52fc5535,"[""frames/5e4a3e315205d95125597685.png"",""frames/8a232a1deaae3a1a08ca52d8.png"",""frames/8eb3d32a1e2c6ecb8e1a80a1.png"",""frames/da7943a9262fc3ae975034ef.png"",""frames/f9928cd31b47832ccc1a8f22.png"",""frames/74dfd0c2a504f4607bb1a62c.png"",""frames/ca8a45b27d3021434bae0078.png"",""frames/3f27f0d51c4345b818d7a47e.png"",""frames/5306e1de6db8cfb5d08bc2f6.png"",""frames/9d4256a76db64c36e0b84843.png"",""frames/26fe9e76e6aa76e96d9e8195.png"",""frames/d1ca9e84069c2752cea8be6f.png"",""frames/f8bea56b21b4b81966081eec.png"",""frames/2fce0865e0ddf753f4655f70.png"",""frames/daabacfc5547123facdbbd6f.png"",""frames/79c6ea8c77d70bebaf270e28.png"",""frames/7e471f05e143393af3ac2d23.png"",""frames/6faac74e03dc5fc737123ab0.png"",""frames/d63c67741cf8b632a5f2eed3.png"",""frames/318e76c3c7f92aff774a7c2a.png""]","[0,0.2,1,0.2]","[[13.178853,1,0.101594]]"
345055ba1bfeb13a9b711d32,"[""frames/5de81c9b87a7159871927df2.png"",""frames/95deaa58bdfff3bdcf02a45b.png"",""frames/6d28c60b5d604599b9a2dcb7.png"",""frames/081bf9a5d96923d3ea20419f.png"",""frames/82d42be81c906f768e0fba49.png"",""frames/15ec95ad9c759608df78ddac.png"",""frames/9145e47a3b5dee3d5a387909.png"",""frames/b929ee7ada017599a2eb8ea1.png"",""frames/ef92f2725ae7b3c3a8bcc9bb.png"",""frames/266fa49da683589aea734795.png"",""frames/d3e440b9412aba72d2f036ec.png"",""frames/c90c921df05833c20f36c5f0.png"",""frames/b09d23320b03f922626f2540.png"",""frames/829ed1c1f47fdfc140bc7c46.png"",""frames/39e36d65572bd023d523eab8.png"",""frames/9179fb6852188dbdee5b33e6.png"",""frames/f815991a6254db77a28c68f2.png"",""frames/ffab72f6c35c15247dbba654.png"",""frames/13ae4cefe42ac5e52afb4aeb.png"",""frames/5df3da6ea57bf90c4b7aee80.png""]","[0,0.8,1,0.8]","[[3.619643,-1,0.614717],[4.026785,-1,0.48745],[8.013393,-1,0.522615],[14.414716,1,0.382245],[15.888626,1,0.424258]]"
347952030e17e257b955dd5f,"[""frames/754b53454283d51b0c63113f.png"",""frames/980041b4e985866e546d16a1.png"",""frames/541bd41ca84410ef8c208dc0.png"",""frames/de7b0e35379cfb5bd7dd4c38.png"",""frames/a95c9620996595c24184acd8.png"",""frames/624c006d881364f615077741.png"",""frames/3816c3a47c826324dbf8bea9.png"",""frames/09cc4e4d6cbd377b02f51321.png"",""frames/f0aab0607d5e40f4efeff175.png"",""frames/4f0c4aa740e305a25344b088.png"",""frames/bd01e7b417dd7d9bb3f431c7.png"",""frames/313e64574e4fa85378f356d1.png"",""frames/85038de8f8eb43f023af1a9e.png"",""frames/578630d5b3d68d703db672a8.png"",""frames/ad331d4b639f37f7c385e025.png"",""frames/857f518bf7a3fe7a29cc84a7.png"",""frames/a6d4336100968fcefb1adbfb.png"",""frames/fbbc2ff4f6a29f2def55f3db.png"",""frames/2179a452fa3a08bc9e889a9a.png"",""frames/07c489478c27e2ef66bdfc31.png""]","[0,0.65,1,0.65]","[[1.517857,1,0.485832],[2.68908,1,0.382551],[3.31092,-1,0.366334],[6.944345,-1,0.665007],[7.222632,1,0.665307],[8.190476,1,0.251704],[11.346939,-1,0.420936],[14.554735,-1,0.656114],[18.057146,-1,0.569782]]"
34a7bf2a29e7a04210b109d5,"[""frames/4091270fb5f6c03b31277c1b.png"",""frames/c8e1624afc1178081c2448ff.png"",""frames/cd8a5ff563294384030b2b91.png"",""frames/04133f73d4f2fc06e5b49e77.png"",""frames/9cc39150983f61a14a010b18.png"",""frames/a718a3b224321d58dc61a4f9.png"",""frames/6df255d2a62e2d726234e688.png"",""frames/a690550195d7c1d8b360044f.png"",""frames/244735bf7a7c4faaf67292c7.png"",""frames/595b9516d41e805287050036.png"",""frames/d7603256e54a4cee22644365.png"",""frames/e01babdaa6911ffcf6c8b612.png"",""frames/ab69d84d69dca49170c989d9.png"",""frames/d14cc6b6f1ca61a5180ec0bd.png"",""frames/0588977baa40112839edb303.png"",""frames/ca87e9f3a242662f110ae202.png"",""frames/0960cab4e627b86e10844f6f.png"",""frames/f1cdab06b118653bbdf2b2a8.png"",""frames/2309c62af3480d67d8bb0551.png"",""frames/88dc2248fa1f4deb83b9bea0.png""]","[0,0.8,1,0.8]","[[4.629936,-1,0.233225],[5.740128,1,0.228246],[6.129936,-1,0.226498],[11.841391,-1,0.658578],[14.327404,1,0.384514]]"
3507384f221532bb7fc3394d,"[""frames/4f21b4890e54e597e925e4a4.png"",""frames/ac9ccf60839b0bc493c731b0.png"",""frames/3baddc210964ec4bfd9b4482.png"",""frames/569aa6c3f8915c011f903144.png"",""frames/9a058610c84407796b075bef.png"",""frames/d5b59099f790230e227e3ff3.png"",""frames/fd54c005c8cea479e1c077de.png"",""frames/05dff96dfca424ecc9c43983.png"",""frames/7f1a67cb4609c57f2b7d9b82.png"",""frames/9674ed55c206127474e26c6f.png"",""frames/9f258b2e728628fe0d707ac6.png"",""frames/cac6172f093e5a8f25869efb.png"",""frames/22c9356b8a2e7fc1868e4923.png"",""frames/2c74ec9bc90471bf723a5484.png"",""frames/5dc732aa3abc81e3963f91de.png"",""frames/880ed97c7753d63b160000a2.png"",""frames/a327cb1aba389e17a9debd26.png"",""frames/a453ecea25398133f828e83e.png"",""frames/4edb2c7031b03982b5610a71.png"",""frames/bbf29aaf6142c59927cfe361.png""]","[0,0.65,1,0.65]","[[1.47619,1,0.368338]]"
356eb36b56140db1b6482682,"[""frames/5b21fe23388bab13b4820e49.png"",""frames/e1551f2f497ab7d17cd4533f.png"",""frames/3f8e41390fc912b99ddadbb6.png"",""frames/3b72abf59dd2b221944268ac.png"",""frames/53c20d9ddc1002408bc8efd8.png"",""frames/ebc89be6ddba476c3cf4f587.png"",""frames/1db44b00e144b60069c6aaa4.png"",""frames/f76984045bf89b7c30645845.png"",""frames/08afba82b48918fd8791c60b.png"",""frames/5fbfa1a4c29ea5225ce68e31.png"",""frames/c133109f282eeb0743b328c3.png"",""frames/80b5c39c84f887bc66248125.png"",""frames/822dbc26f570d8e7fdc9c9db.png"",""frames/f54bda5f495747a9d160a36b.png"",""frames/4fc83e075b95957323af148b.png"",""frames/60cb50bdb20535698ebef04f.png"",""frames/1f7bacd26215565e44658e5e.png"",""frames/e8cc5554890825f2953bffcb.png"",""frames/86cf2df9d2140daaa8721066.png"",""frames/e5e71f09e53b497ab62e80f0.png""]","[0.5,0,0.5,1]","[[0.008532,1,0.480451],[0.108885,-1,0.428149],[6.902914,-1,0.551842],[7.355991,1,0.552935],[7.629036,-1,0.701437],[8.096604,-1,0.553556],[11.309814,-1,0.626126],[13.811847,-1,0.665117],[15.362369,-1,0.894574],[17.507162,1,0.670477]]"
35f680c5a61fb545293d186f,"[""frames/c5970f060565d827e20d03d1.png"",""frames/f2927acf305f6c93473310d6.png"",""frames/a206b67d55359ef6719283b5.png"",""frames/c10cac26cee3b68defe2376d.png"",""frames/f0f4e2774ba5ff5aa2a630a6.png"",""frames/6db2063f9e96948dea32034a.png"",""frames/0209ccb52fbbf573e688bf1c.png"",""frames/7d5849cdde533c3699305919.png"",""frames/0f90fb2f69ff5fb6626a59a0.png"",""frames/539f13b875c3d1fe8bbacdf8.png"",""frames/c09e1b5e70aee7f71b304c4b.png"",""frames/71a99287b5f117cba0c9d31a.png"",""frames/ffbd3079b8f8f7973f229c4d.png"",""frames/9acb4066ccf5e094204857ab.png"",""frames/39364dd5de656ed8ac704bee.png"",""frames/24e96b64d78353314e47a2b3.png"",""frames/8b184751d8ed031ab01ffb75.png"",""frames/42f795cea4206d5c861f794c.png"",""frames/3ed9f47dd2a97168f53cffd7.png"",""frames/c601aae8992ab48bb0e8bc16.png""]","[0.35,0,0.35,1]","[[12.240791,-1,0.250341]]"
36386cc283f78212b887a0e0,"[""frames/46dc3aad2c99bc4670f411b8.png"",""frames/eb31d2cf3dba68eafcd1aace.png"",""frames/65b8cfd64f624cc6c238d5d5.png"",""frames/fd5564819e338dbdd82156a1.png"",""frames/3c349dec0b78c1ff45c5896c.png"",""frames/206859d2ddd38d1448ac0bf6.png"",""frames/468dc5d24aa192580de01baf.png"",""frames/a79e80c8b558bb23fd14f6a5.png"",""frames/458eec6a00d269e671b1af71.png"",""frames/2f3f266ae40c93dd78d39364.png"",""frames/7f3444dfe26f7e37bf9c7167.png"",""frames/85ab50c048e8ca74ced4abf0.png"",""frames/874d3a17a8e9457aabe5cc0e.png"",""frames/8cfe5c2418853a002b10212b.png"",""frames/7c46f50d5d445e51dfab3cfe.png"",""frames/14795b64a46fc76bf0060202.png"",""frames/8fb4a3ca4e10a4a22f057d33.png"",""frames/9da07a8f0e4b289f15f557a1.png"",""frames/034e9aabb09a9072e6cde6c1.png"",""frames/5452c69dae0b3f7cec0956a1.png""]","[0,0.35,1,0.35]","[[0.537756,-1,0.53291]]"
36b90eb08938ca41a64ed270,"[""frames/bf4686b351ca4ba31c69e8a6.png"",""frames/52520629895690fb79369aa1.png"",""frames/2dc1bc6eb44be6f1a3b0ec9e.png"",""frames/2e35f43422aab8cb1bb1ebfa.png"",""frames/3aca1c8ac7f3eb6ad400b817.png"",""frames/d51b0e98170c3aba0d413dc0.png"",""frames/955e11d5916b8c37b4ce4ed0.png"",""frames/0f321eb08f9542b343adab6f.png"",""frames/5b427558343989d4b8dc91c3.png"",""frames/2c9e52d3e2cb9e8d1e880a4a.png"",""frames/00d734e1bc9c3960e095298b.png"",""frames/351a4c2e219ff3da13e8ade7.png"",""frames/a85e464a13cd33043558b271.png"",""frames/9671c48bfe6d124fd44e9216.png"",""frames/38e26e93ed724428fcf3baee.png"",""frames/f538ce01511346ffe8e117c1.png"",""frames/89f12749bb3442df360fd8b1.png"",""frames/9c24424bb462a220ec4d5f9c.png"",""frames/4d61e543fc846c8d7e389c80.png"",""frames/3d47381671bf8a4a9bd02d8c.png""]","[0,0.8,1,0.8]","[[3.656398,1,0.331978],[4.345594,1,0.277171],[6.682465,-1,0.48441],[8.464581,1,0.413007],[13.385778,1,0.403987],[15.130617,1,0.53412],[17.35782,1,0.243642],[18.748356,1,0.494093]]"
36d52bc5089eb53169a004ad,"[""frames/92e3a3585b5f09b5696e54c8.png"",""frames/79bef232c871ce6c72716b59.png"",""frames/a50aff7a06cba5457f59091c.png"",""frames/47bafb8a7d2cd395f3ec8140.png"",""frames/22bda4fd49d19e8e436b35ee.png"",""frames/47362beac8d5403d4a00083c.png"",""frames/88a847f48ba90406778c3817.png"",""frames/82b0bc4997004e62f290b493.png"",""frames/9a86f68a8f91a34c1a00ab50.png"",""frames/2e9624daef3034f6549c0d82.png"",""frames/2cac39ce5b4097b6f4168f78.png"",""frames/6cdeae5eb1d260c5e044b1c9.png"",""frames/fade6b2889bbaef785a8fc8c.png"",""frames/9037abe8299527d1d335ba6b.png"",""frames/8a202d60c8bd73ab3afc142d.png"",""frames/903494d914e7cd3984262c77.png"",""frames/cf3abb92832e851c75457e20.png"",""frames/a12456a69c5aa01d3ad85b65.png"",""frames/243554e02d09dbc8839daeea.png"",""frames/9e3075d2519ad13e03a3777f.png""]","[0,0.8,1,0.8]","[[6.987144,1,0.563161]]"
371f7f366915ec1dea1e22aa,"[""frames/00d734e1bc9c3960e095298b.png"",""frames/351a4c2e219ff3da13e8ade7.png"",""frames/a85e464a13cd33043558b271.png"",""frames/9671c48bfe6d124fd44e9216.png"",""frames/38e26e93ed724428fcf3baee.png"",""frames/f538ce01511346ffe8e117c1.png"",""frames/89f12749bb3442df360fd8b1.png"",""frames/9c24424bb462a220ec4d5f9c.png"",""frames/4d61e543fc846c8d7e389c80.png"",""frames/3d47381671bf8a4a9bd02d8c.png"",""frames/a79e766b0045157f48af4f08.png"",""frames/eb28a5f5edc2c835215a46ca.png"",""frames/e685caaa77f7c81e2e473558.png"",""frames/b946e24719ca5b4bd3678102.png"",""frames/f9980f072297e67c50291f5b.png"",""frames/6b2e3c978b529d49b67e8c19.png"",""frames/913c7d60143d85425b18840c.png"",""frames/e87337c049af6e07e00b49ac.png"",""frames/959f1366544cb53bd32de0b0.png"",""frames/2612b32e24c0e6287c6232ac.png""]","[0,0.5,1,0.5]","[[3.829681,-1,0.411659],[4.786831,-1,0.579653],[10.076033,1,0.496258],[12.016115,1,0.538015]]"
3739bb66a0ccec6755d1ff6c,"[""frames/4c71f11f124880b4488286ad.png"",""frames/c80220021ad9d3c5f2cf0b56.png"",""frames/ee89f81789115351272233be.png"",""frames/4e076b1d9155fcb0fe73392f.png"",""frames/2b8b1d1817d724da9c5d8b70.png"",""frames/71f0550eea094f1ae99c8708.png"",""frames/ac30a105f39ba166f5808d05.png"",""frames/6ebc2d1a796a0f8e6e1a7ac3.png"",""frames/6ca7bc2155ee00daf7610d2d.png"",""frames/94a55edac9caaf9b15a06ece.png"",""frames/c12d24b6a2d9a0c13f4b7d9c.png"",""frames/971c0fa7f5a4bd9f5bdf2190.png"",""frames/5f5e82daec9873ac75392eec.png"",""frames/9b817d95957f684b95954999.png"",""frames/15a0b5b14735f718ca223e40.png"",""frames/388fe73c78cff63a91c07a04.png"",""frames/0ec00a17699a41941630c6f8.png"",""frames/23a92a9cdaff0c242410911c.png"",""frames/3918ca1f5944975dc78c57a5.png"",""frames/e526bca2f22894ac1b2f2ee2.png""]","[0,0.8,1,0.8]","[[7.864541,1,0.377911],[8.609595,-1,0.376205]]"
37509de4c9121102860c22bb,"[""frames/5b3c8b8006e0320b1ab295a6.png"",""frames/4a737ae72a45ebd1e00a9117.png"",""frames/af894b14fa8a9099fc816b71.png"",""frames/209053898aa06da9ab7e88ff.png"",""frames/621d3e676f6b51e426af6350.png"",""frames/95f0def685a94a65f779efcd.png"",""frames/361ddce8baa4d49ea28f3575.png"",""frames/890d72fefb26cb847fe701c0.png"",""frames/d373083560e764925ce29933.png"",""frames/b55480672d455f13fb5a2f02.png"",""frames/99325fdf6ab3d1a1c5d27bda.png"",""frames/3cec766f4af76eee6ff22d4d.png"",""frames/c8ed9a8cb70625e6ef0d46bc.png"",""frames/f239b213a011b96f48ddc9d3.png"",""frames/e7ed456d6ffe39cb5967d0f8.png"",""frames/1264e8c8c4c38992431bb812.png"",""frames/c403b79fdc18dd5347f3258d.png"",""frames/f0401d5f3b97c6f9ed8267cc.png"",""frames/73fa6aa1b7617450f35218e6.png"",""frames/a40ef5f771a9ecd0c7a0b36d.png""]","[0.65,0,0.65,1]","[[6.600965,-1,0.298488]]"
