id,image,centers
16c723acad3e4577bc767d5e,frames/16c723acad3e4577bc767d5e.png,"[[0.025,0.702389],[0.31205,0.58759],[0.619673,0.351617],[0.644785,0.091726],[0.728193,0.676878],[0.668112,0.303789],[0.834477,0.263604],[0.766759,0.450471],[0.75672,0.061072],[0.651838,0.332722],[0.723709,0.125209],[0.573176,0.247531],[0.17483,0.203335],[0.328193,0.821969],[0.364965,0.877775],[0.669905,0.595818],[0.596164,0.765283],[0.609653,0.402374],[0.347027,0.614696],[0.471691,0.593968],[0.507566,0.756599],[0.501288,0.860236],[0.630435,0.774138],[0.367655,0.528597],[0.442095,0.316539],[0.416086,0.475981],[0.590973,0.442499],[0.460032,0.483953],[0.441198,0.579618],[0.505772,0.503086],[0.435816,0.36756],[0.400839,0.409015],[0.60622,0.766165],[0.460929,0.941551],[0.430435,0.928796],[0.480659,0.955556]]"
16e0c44e8733e6aea6ae5f09,frames/16e0c44e8733e6aea6ae5f09.png,"[[0.049667,0.668667],[0.506268,0.491854],[0.302832,0.397018],[0.384206,0.384158],[0.513501,0.636519],[0.025,0.597942],[0.60663,0.432381],[0.559613,0.589904],[0.362274,0.517436],[0.163591,0.442025],[0.594875,0.659022],[0.11205,0.614696],[0.147027,0.825158],[0.805323,0.450471],[0.673485,0.688039],[0.825055,0.533381],[0.862719,0.436121],[0.866125,0.657415],[0.952016,0.514357],[0.831336,0.58759],[0.54344,0.672094],[0.827242,0.768325],[0.622364,0.625857],[0.628641,0.432932],[0.869898,0.593968],[0.942547,0.721522],[0.699494,0.517436],[0.322812,0.638611],[0.181674,0.393803],[0.22057,0.643394],[0.775727,0.732682],[0.904875,0.743843],[0.172633,0.532039],[0.128193,0.420176],[0.076175,0.490331],[0.972141,0.794865],[0.025,0.252762]]"
16e34b2a5d2346b486fc0abf,frames/16e34b2a5d2346b486fc0abf.png,"[[0.314492,0.567633],[0.313233,0.69078],[0.456809,0.251932],[0.512225,0.21163],[0.509706,0.560917],[0.670917,0.605696],[0.68099,0.457921],[0.572677,0.339254],[0.553786,0.522853],[0.689807,0.527331]]"
1773fa82a1695aaaf4781719,frames/1773fa82a1695aaaf4781719.png,"[[0.600385,0.625848],[0.47948,0.368361],[0.494593,0.487029],[0.573938,0.276561],[0.645724,0.746755],[0.349757,0.778101],[0.563865,0.708692],[0.539933,0.813925],[0.368648,0.896769],[0.652026,0.675106]]"
1774cbad7643c960ca7abfe5,frames/1774cbad7643c960ca7abfe5.png,"[[0.034297,0.42595],[0.0786,0.575439],[0.173537,0.485424],[0.088546,0.874414],[0.257624,0.258782],[0.281132,0.339151],[0.276611,0.496676],[0.211512,0.617231],[0.338094,0.466136],[0.299215,0.405054],[0.359584,0.338861],[0.302832,0.433988],[0.407714,0.488639],[0.324606,0.565268],[0.304875,0.648178],[0.498597,0.522219],[0.419673,0.688039],[0.556893,0.595562],[0.582902,0.436121],[0.617479,0.605979],[0.631946,0.467743],[0.610705,0.643394],[0.57483,0.742249],[0.699758,0.737785],[0.674382,0.528597],[0.677072,0.386693],[0.868102,0.598751],[0.943883,0.382551],[0.969445,0.522219],[0.886039,0.409015]]"
178510e3929e7d8e125695b9,frames/178510e3929e7d8e125695b9.png,"[[0.668396,0.710931],[0.481998,0.3706],[0.493333,0.480312],[0.512225,0.236259],[0.749,0.578829],[0.309454,0.581068],[0.306935,0.34821],[0.605422,0.854227],[0.420285,0.131026],[0.660839,0.594502]]"
17bf90ad3611fd3effeb7741,frames/17bf90ad3611fd3effeb7741.png,"[[0.649505,0.388512],[0.620536,0.321342],[0.454291,0.247455],[0.344719,0.25641],[0.358573,0.287756],[0.54749,0.209391],[0.502149,0.160132],[0.557568,0.408663],[0.531117,0.876618],[0.412729,0.276561]]"
184ab533d4ef53c087244098,frames/184ab533d4ef53c087244098.png,"[[0.74774,0.641521],[0.481998,0.368361],[0.490815,0.480312],[0.703661,0.368361],[0.745224,0.581068],[0.343459,0.388512],[0.352276,0.285518],[0.605422,0.838555],[0.288044,0.325819],[0.665875,0.596741]]"
187a26e4068d5e6427f4cff0,frames/187a26e4068d5e6427f4cff0.png,"[[0.688547,0.684062],[0.481998,0.372839],[0.495853,0.480312],[0.436658,0.377318],[0.74774,0.57659],[0.313233,0.457921],[0.339681,0.231781],[0.605422,0.843032],[0.368648,0.160132],[0.667135,0.59898]]"
1903880138ea2e40c1e07f96,frames/1903880138ea2e40c1e07f96.png,"[[0.225055,0.340456],[0.224158,0.41061],[0.170346,0.660933],[0.161377,0.955556],[0.043888,0.611507],[0.842094,0.710361],[0.630435,0.777326],[0.55779,0.649772],[0.332677,0.721522],[0.633126,0.90169],[0.687834,0.310161],[0.6977,0.431338],[0.215189,0.276679],[0.164965,0.539758],[0.445682,0.528597],[0.273485,0.386693]]"
191e9405f49243d2860e5251,frames/191e9405f49243d2860e5251.png,"[[0.721292,0.645999],[0.47948,0.368361],[0.492074,0.469117],[0.475701,0.630326],[0.75026,0.57435],[0.358573,0.446727],[0.340941,0.247455],[0.605422,0.854227],[0.352276,0.175806],[0.662099,0.594502]]"
192e356e62e3c94d69352dc8,frames/192e356e62e3c94d69352dc8.png,"[[0.54875,0.69078],[0.650766,0.771383],[0.426583,0.126548],[0.475701,0.858706],[0.592828,0.175806],[0.662099,0.207152],[0.720031,0.457921],[0.495853,0.276561],[0.41021,0.549721],[0.709958,0.742277]]"
1933d149b9d1570c01737231,frames/1933d149b9d1570c01737231.png,"[[0.575727,0.702389],[0.573934,0.584401],[0.265413,0.936768],[0.185592,0.354806],[0.598148,0.750221],[0.607117,0.044444],[0.242095,0.766165],[0.661826,0.657744],[0.654651,0.169852],[0.712947,0.517436],[0.511153,0.394665],[0.628641,0.345239],[0.470795,0.68485],[0.460032,0.517436],[0.416086,0.434526],[0.401736,0.397854],[0.055548,0.869803],[0.495906,0.299],[0.427745,0.318133],[0.57214,0.214496]]"
1957353c5dd3ed6d657871ff,frames/1957353c5dd3ed6d657871ff.png,"[[0.295009,0.761382],[0.527296,0.332483],[0.401736,0.25914],[0.72909,0.676878],[0.743157,0.427558],[0.827242,0.242708],[0.769449,0.45366],[0.776611,0.04982],[0.551476,0.091613],[0.800839,0.070998],[0.385592,0.203335],[0.554797,0.439143],[0.340749,0.343644],[0.385592,0.295811],[0.223261,0.447282],[0.211602,0.676878],[0.18918,0.809215],[0.322812,0.461631],[0.54153,0.371299],[0.586738,0.258782],[0.399577,0.443632],[0.640988,0.250744],[0.890539,0.77154],[0.333573,0.514357],[0.459252,0.445239],[0.413139,0.411485],[0.488184,0.43881],[0.071367,0.955556],[0.523447,0.562579],[0.580409,0.411485],[0.616575,0.405054],[0.64822,0.260389],[0.575888,0.292538],[0.352561,0.811725],[0.610705,0.710361],[0.569449,0.844292],[0.516534,0.495114],[0.905773,0.952712],[0.505772,0.823564]]"
1988e3ecb3c024ec533fa83d,frames/1988e3ecb3c024ec533fa83d.png,"[[0.035817,0.705578],[0.265413,0.590779],[0.487834,0.955556],[0.564965,0.25914],[0.684247,0.115642],[0.728193,0.676878],[0.626521,0.25396],[0.85618,0.261996],[0.773037,0.447282],[0.753103,0.072324],[0.68077,0.350403],[0.661826,0.247979],[0.58945,0.25396],[0.104875,0.099698],[0.364068,0.705578],[0.401736,0.598751],[0.669905,0.632589],[0.424402,0.656569],[0.536812,0.269679],[0.243888,0.6992],[0.484247,0.267112],[0.527296,0.434526],[0.55779,0.405826],[0.487834,0.420176],[0.361377,0.887342],[0.628641,0.423365],[0.465413,0.464819],[0.555996,0.386693],[0.545234,0.627451],[0.445682,0.593968],[0.537162,0.568457],[0.425951,0.450471],[0.469001,0.343644],[0.309359,0.629046],[0.521916,0.683256],[0.432229,0.420176],[0.529987,0.420176],[0.416086,0.874586]]"
199369db335b7317680e50a8,frames/199369db335b7317680e50a8.png,"[[0.582755,0.654955],[0.480739,0.368361],[0.495853,0.478073],[0.575198,0.278801],[0.660839,0.722125],[0.329606,0.751232],[0.591568,0.771383],[0.538673,0.80273],[0.3422,0.858706],[0.66462,0.648238]]"
199d9cfb9deb6cdfaece9c89,frames/199d9cfb9deb6cdfaece9c89.png,"[[0.480415,0.437741],[0.490338,0.823873],[0.577438,0.516144],[0.542157,0.437741],[0.553182,0.72195],[0.606682,0.433293],[0.697365,0.527331],[0.466885,0.157894],[0.712479,0.413142],[0.759078,0.440009]]"
199eea9ac7869e5a3d4bef8f,frames/199eea9ac7869e5a3d4bef8f.png,"[[0.807352,0.524001],[0.775707,0.742607],[0.975,0.625268],[0.156893,0.865019],[0.025,0.632235],[0.138059,0.761382],[0.330884,0.632235],[0.256445,0.691228],[0.863617,0.603535],[0.271691,0.71355],[0.488184,0.480601],[0.456445,0.578024],[0.39187,0.442499],[0.643888,0.707172],[0.66992,0.578653],[0.608014,0.654556],[0.512947,0.568457],[0.642095,0.694417],[0.042991,0.354806],[0.699494,0.36756],[0.458238,0.321322],[0.38918,0.24479],[0.365862,0.480764],[0.382902,0.58759],[0.424158,0.528597],[0.747027,0.555701],[0.670795,0.640206],[0.353305,0.386693],[0.23492,0.667311],[0.707566,0.464819],[0.273485,0.428149],[0.314741,0.495114],[0.128193,0.316539],[0.797252,0.624262],[0.121916,0.581212],[0.912047,0.43931]]"
19b0ebbd85ec7502b386e28f,frames/19b0ebbd85ec7502b386e28f.png,"[[0.31827,0.426576],[0.736406,0.68854],[0.348497,0.285518],[0.43288,0.518375],[0.644469,0.337015],[0.730109,0.25641],[0.741443,0.361644],[0.512225,0.131026],[0.674693,0.746755],[0.581495,0.831837]]"
19c8780d926994c87e25a8e5,frames/19c8780d926994c87e25a8e5.png,"[[0.025,0.43931],[0.126399,0.735871],[0.518328,0.41061],[0.262723,0.536569],[0.46631,0.431338],[0.241198,0.955556],[0.612498,0.413799],[0.428641,0.405826],[0.308462,0.755004],[0.435816,0.877775],[0.396355,0.365967],[0.0977,0.45366],[0.599942,0.314944],[0.527296,0.334078],[0.397252,0.370749]]"
19d52761fff16fbe5313fecf,frames/19d52761fff16fbe5313fecf.png,"[[0.479312,0.441661],[0.495851,0.814073],[0.573026,0.506344],[0.539952,0.43382],[0.541054,0.672948],[0.611724,0.43777],[0.69988,0.52957],[0.475701,0.164611],[0.712479,0.419858],[0.757818,0.440009]]"
19ebf37e5492919400f07059,frames/19ebf37e5492919400f07059.png,"[[0.693216,0.251168],[0.642095,0.147531],[0.180211,0.361183],[0.364965,0.409015],[0.860031,0.386693],[0.176623,0.836319],[0.493216,0.632235],[0.850164,0.683256],[0.31205,0.683256],[0.519225,0.343644],[0.659135,0.464819],[0.026848,0.691228],[0.285144,0.270301],[0.584695,0.383504],[0.116534,0.81081],[0.705772,0.428149],[0.569559,0.532039],[0.499938,0.546506],[0.557805,0.461314],[0.422181,0.689564],[0.31097,0.398625],[0.483664,0.122153],[0.137371,0.090005],[0.88425,0.086943],[0.469898,0.338861],[0.571243,0.270301]]"
19fed6716fdc7bece09107ce,frames/19fed6716fdc7bece09107ce.png,"[[0.639427,0.695257],[0.480739,0.3706],[0.494593,0.478073],[0.557568,0.238498],[0.68099,0.648238],[0.397616,0.878856],[0.444215,0.731081],[0.600385,0.863183],[0.295601,0.585545],[0.659578,0.592263]]"
1a00c3db6e20e4f150b53a50,frames/1a00c3db6e20e4f150b53a50.png,"[[0.634391,0.69078],[0.481998,0.368361],[0.493333,0.478073],[0.576458,0.265367],[0.672177,0.645999],[0.41021,0.867661],[0.475701,0.831837],[0.589052,0.854227],[0.309454,0.596741],[0.662099,0.596741]]"
1a1d49f93ee38d5f6f8397a9,frames/1a1d49f93ee38d5f6f8397a9.png,"[[0.068104,0.166664],[0.635816,0.044444],[0.364068,0.936768],[0.563171,0.798054],[0.795458,0.676878],[0.061826,0.55889],[0.825953,0.544542],[0.548821,0.388288],[0.887836,0.665717],[0.477969,0.911257],[0.915641,0.337267],[0.955102,0.287839],[0.911156,0.192174],[0.349718,0.270301],[0.151512,0.402638],[0.212498,0.955556],[0.753305,0.306972],[0.548821,0.184203],[0.224158,0.365967],[0.188283,0.064621],[0.366759,0.434526],[0.490525,0.083754]]"
1a25e2413d9146f3b43c5d8e,frames/1a25e2413d9146f3b43c5d8e.png,"[[0.031332,0.716739],[0.247476,0.657744],[0.432229,0.834725],[0.593664,0.196957],[0.677072,0.141153],[0.728193,0.676878],[0.618384,0.250744],[0.85618,0.250744],[0.773037,0.447282],[0.75672,0.085183],[0.685291,0.403447],[0.632229,0.3277],[0.609342,0.258782],[0.14344,0.098103],[0.364965,0.660933],[0.365862,0.554107],[0.6762,0.634188],[0.297603,0.621397],[0.56379,0.239304],[0.170346,0.756599],[0.489628,0.241601],[0.379314,0.900097],[0.556893,0.554107],[0.379314,0.372343],[0.57214,0.491925],[0.438507,0.528597],[0.395458,0.718333],[0.580211,0.338861],[0.486041,0.629046],[0.549718,0.377126],[0.523709,0.554107],[0.421467,0.442499],[0.547027,0.475981],[0.479762,0.458442],[0.477072,0.365967],[0.332677,0.847481],[0.495009,0.908068]]"
1a33d0cb01f54f3c917cdb8a,frames/1a33d0cb01f54f3c917cdb8a.png,"[[0.194561,0.329294],[0.211602,0.412204],[0.344337,0.499897],[0.173934,0.660933],[0.225055,0.912851],[0.277969,0.468008],[0.34613,0.350022],[0.856445,0.887342],[0.399942,0.498303],[0.519225,0.857047],[0.446579,0.399449],[0.538955,0.503086],[0.565862,0.841103],[0.443888,0.455254],[0.701288,0.254357],[0.717431,0.609912],[0.025,0.554107]]"
1a44000721e40ebea445c134,frames/1a44000721e40ebea445c134.png,"[[0.356893,0.750221],[0.434023,0.350022],[0.730884,0.676878],[0.744966,0.421128],[0.771186,0.233064],[0.769449,0.464819],[0.781132,0.044444],[0.55238,0.044444],[0.881555,0.063026],[0.226848,0.117237],[0.665409,0.637385],[0.401736,0.654556],[0.342543,0.506275],[0.188283,0.6992],[0.167655,0.613101],[0.271691,0.340456],[0.482759,0.955556],[0.567751,0.350403],[0.831766,0.741],[0.306448,0.737785],[0.569559,0.342367],[0.574984,0.376121],[0.49813,0.540075],[0.858234,0.955556],[0.424158,0.262329],[0.478866,0.71355],[0.42057,0.292622],[0.539852,0.044444],[0.421467,0.710361],[0.413395,0.377126],[0.31205,0.874586],[0.484247,0.65615],[0.334471,0.756599],[0.287834,0.621074],[0.619673,0.6992],[0.238637,0.720104],[0.425798,0.257174],[0.512597,0.816547],[0.535201,0.951568],[0.484568,0.475779],[0.474622,0.421128],[0.472814,0.321469]]"
1a4790cf5b7dbf5c4ddc7cee,frames/1a4790cf5b7dbf5c4ddc7cee.png,"[[0.643208,0.69078],[0.480739,0.3706],[0.492074,0.473594],[0.546229,0.220586],[0.686031,0.657194],[0.388799,0.87214],[0.408951,0.699735],[0.600385,0.858706],[0.280487,0.518375],[0.665875,0.590023]]"
1a483a0fee4a980e3f14c19c,frames/1a483a0fee4a980e3f14c19c.png,"[[0.510966,0.522853],[0.643208,0.778101],[0.358573,0.195957],[0.542452,0.851988],[0.601646,0.178044],[0.66462,0.169089],[0.722552,0.4624],[0.495853,0.265367],[0.411469,0.567633],[0.704922,0.737798]]"
1a90d034d00ad4b4321166f3,frames/1a90d034d00ad4b4321166f3.png,"[[0.604167,0.619131],[0.47948,0.372839],[0.495853,0.487029],[0.573938,0.278801],[0.639427,0.742277],[0.357314,0.782579],[0.561344,0.713169],[0.541192,0.818403],[0.379983,0.903485],[0.652026,0.675106]]"
1addb3843858f6ebf453996d,frames/1addb3843858f6ebf453996d.png,"[[0.025,0.688039],[0.325502,0.576429],[0.646579,0.394665],[0.596355,0.09332],[0.728193,0.676878],[0.697949,0.371299],[0.829953,0.270033],[0.764965,0.447282],[0.755816,0.061072],[0.636466,0.294144],[0.733574,0.09332],[0.555996,0.305396],[0.269001,0.203335],[0.335368,0.756599],[0.65192,0.562246],[0.631236,0.877193],[0.687891,0.528672],[0.364068,0.621074],[0.396355,0.807621],[0.467207,0.893719],[0.495906,0.946335],[0.383798,0.646583],[0.427745,0.316539],[0.619673,0.343644],[0.498597,0.654556],[0.448373,0.667311],[0.410705,0.456847],[0.408911,0.625857],[0.57483,0.520625],[0.438507,0.813997],[0.442991,0.705578],[0.481556,0.688039],[0.031332,0.928796],[0.469898,0.329294],[0.424158,0.547729],[0.524606,0.528597],[0.564965,0.432932],[0.538955,0.267112],[0.514741,0.276679],[0.571243,0.933579]]"
1b3ef7da585a8c2244fee87b,frames/1b3ef7da585a8c2244fee87b.png,"[[0.348497,0.267606],[0.480739,0.372839],[0.494593,0.491506],[0.581495,0.247455],[0.63313,0.807208],[0.480739,0.827359],[0.725073,0.43777],[0.580234,0.511658],[0.553786,0.948266],[0.643208,0.75795]]"
1ba0518d1c7fc5670cae7b5a,frames/1ba0518d1c7fc5670cae7b5a.png,"[[0.028642,0.732682],[0.133574,0.581212],[0.35779,0.935174],[0.447476,0.528597],[0.641198,0.270301],[0.494113,0.638611],[0.593664,0.294217],[0.530884,0.267112],[0.397252,0.503086],[0.576623,0.059837],[0.681556,0.283056],[0.72909,0.676878],[0.565942,0.234671],[0.822727,0.221811],[0.77214,0.455254],[0.820008,0.151086],[0.619288,0.350403],[0.549667,0.372907],[0.292319,0.617885],[0.375165,0.856732],[0.489993,0.612408],[0.421277,0.839051],[0.500391,0.565268],[0.338059,0.643394],[0.623261,0.622668],[0.590355,0.249137],[0.432127,0.319862],[0.57483,0.637017],[0.474382,0.495114],[0.431332,0.318133],[0.077072,0.343644],[0.495906,0.287839],[0.504875,0.517436],[0.51205,0.871397],[0.519225,0.421771]]"
1bb3d432795b92e0740b9e76,frames/1bb3d432795b92e0740b9e76.png,"[[0.605422,0.200435],[0.582755,0.287756],[0.460588,0.18924],[0.369908,0.198196],[0.367389,0.269844],[0.551266,0.216108],[0.508447,0.18924],[0.556307,0.408663],[0.521041,0.84751],[0.416507,0.307907]]"
1bc499a5a1703224b2373f9b,frames/1bc499a5a1703224b2373f9b.png,"[[0.047476,0.536569],[0.167655,0.233629],[0.65196,0.05346],[0.492319,0.640206],[0.625951,0.386693],[0.738955,0.495114],[0.122812,0.133181],[0.833125,0.428149],[0.828641,0.044444],[0.552409,0.166664],[0.949719,0.534975],[0.526399,0.691228],[0.810703,0.198551],[0.032229,0.660933],[0.975,0.149125],[0.934469,0.225657],[0.480659,0.083754],[0.318328,0.091726],[0.291422,0.79646],[0.756893,0.169852],[0.704875,0.128398],[0.539852,0.051865]]"
1be712b3ba1f38f7aae0af72,frames/1be712b3ba1f38f7aae0af72.png,"[[0.742703,0.637043],[0.484517,0.368361],[0.489555,0.480312],[0.733885,0.4624],[0.742703,0.585545],[0.371167,0.442248],[0.770411,0.34821],[0.605422,0.854227],[0.395097,0.892291],[0.663359,0.596741]]"
1c179119027006a4799eff6d,frames/1c179119027006a4799eff6d.png,"[[0.962273,0.421771],[0.866312,0.60194],[0.975,0.192174],[0.37483,0.654556],[0.137162,0.405826],[0.57214,0.614696],[0.673485,0.735871],[0.842094,0.579618],[0.974828,0.702389],[0.353305,0.609912],[0.041198,0.57324],[0.866312,0.278274],[0.84568,0.637017],[0.025,0.343644],[0.590077,0.775732],[0.975,0.305378],[0.641198,0.71355],[0.2977,0.58759],[0.941648,0.651367],[0.469898,0.676878],[0.32909,0.576429],[0.239404,0.533381],[0.645682,0.644989],[0.521916,0.490331],[0.393664,0.214496],[0.624158,0.405826],[0.359584,0.444093],[0.759584,0.609912],[0.271186,0.409876],[0.642095,0.506275],[0.719225,0.495114],[0.657341,0.866614],[0.22057,0.665717],[0.77214,0.696011],[0.216983,0.576429],[0.766759,0.402638],[0.227745,0.362778],[0.808914,0.503086],[0.323709,0.79646],[0.181108,0.503086],[0.0977,0.370749],[0.034023,0.491925],[0.975,0.766165]]"
1c4da9b3e3712a2128e1a9b3,frames/1c4da9b3e3712a2128e1a9b3.png,"[[0.585271,0.126548],[0.47948,0.368361],[0.497112,0.487029],[0.585271,0.231781],[0.635651,0.787056],[0.43288,0.813925],[0.717516,0.43777],[0.556307,0.623608],[0.465626,0.934831],[0.653281,0.742277]]"
1c907ad2fcce75c76bd8c995,frames/1c907ad2fcce75c76bd8c995.png,"[[0.773898,0.541683],[0.776611,0.676704],[0.968297,0.589904],[0.156893,0.866614],[0.025,0.633829],[0.15779,0.75341],[0.363171,0.638611],[0.26362,0.676878],[0.863617,0.600346],[0.304875,0.65615],[0.461964,0.491854],[0.407117,0.595562],[0.421467,0.432932],[0.657341,0.696011],[0.637371,0.610801],[0.570346,0.632235],[0.477969,0.570051],[0.660929,0.680067],[0.044785,0.337267],[0.667207,0.386693],[0.441198,0.340456],[0.375727,0.255951],[0.379314,0.442499],[0.351512,0.565268],[0.395458,0.520625],[0.77752,0.546135],[0.707566,0.6705],[0.334471,0.373938],[0.201736,0.662528],[0.736265,0.442499],[0.256445,0.447282],[0.275279,0.528597],[0.118328,0.289433],[0.828641,0.595562],[0.104875,0.576429],[0.934469,0.431338]]"
1d0aaa870d799e719339cace,frames/1d0aaa870d799e719339cace.png,"[[0.745224,0.641521],[0.480739,0.372839],[0.490815,0.471356],[0.723812,0.397469],[0.75026,0.57659],[0.345978,0.386273],[0.353535,0.296713],[0.605422,0.84751],[0.289303,0.325819],[0.66462,0.587784]]"
1d162029375f201c4b810fe9,frames/1d162029375f201c4b810fe9.png,"[[0.740182,0.641521],[0.483258,0.372839],[0.490815,0.473594],[0.730109,0.4624],[0.743964,0.578829],[0.367389,0.442248],[0.760339,0.298952],[0.605422,0.843032],[0.381243,0.838555],[0.659578,0.59898]]"
1d1c273036e1af58e9aa0b0d,frames/1d1c273036e1af58e9aa0b0d.png,"[[0.762145,0.417914],[0.549667,0.435594],[0.56323,0.671882],[0.72637,0.646224],[0.877875,0.432381],[0.797407,0.551328],[0.295906,0.828347],[0.04886,0.446921],[0.80012,0.639733],[0.136265,0.820375],[0.97393,0.45366],[0.379314,0.629046],[0.938062,0.955556],[0.503978,0.740654],[0.415189,0.399449],[0.869898,0.60194],[0.545234,0.525408],[0.659135,0.621074],[0.302832,0.360047],[0.308462,0.742249],[0.671691,0.531786],[0.749718,0.729493],[0.345327,0.686349],[0.320122,0.495114],[0.254651,0.531786],[0.854648,0.702389],[0.061826,0.343644],[0.309359,0.416988],[0.225951,0.472792],[0.252857,0.383504],[0.181108,0.472792],[0.065413,0.506275],[0.069,0.455254],[0.888734,0.310161],[0.975,0.528597],[0.025,0.42496]]"
1d2ac722aed398ed4c2a8e61,frames/1d2ac722aed398ed4c2a8e61.png,"[[0.743964,0.639281],[0.480739,0.377318],[0.488296,0.478073],[0.59787,0.431054],[0.749,0.57659],[0.343459,0.408663],[0.492074,0.095201],[0.599125,0.851988],[0.275449,0.469117],[0.660839,0.594502]]"
1d4d1fa649d7ac3cb507f59d,frames/1d4d1fa649d7ac3cb507f59d.png,"[[0.567655,0.466414],[0.864516,0.729493],[0.594561,0.6992],[0.817883,0.456847],[0.53178,0.461631],[0.611602,0.911257],[0.580211,0.383504],[0.355099,0.495114],[0.505772,0.383504],[0.701288,0.102887],[0.455548,0.542947],[0.797252,0.372343],[0.232229,0.153908],[0.025,0.609912],[0.900391,0.509464]]"
1d5c2e334719327d22d3f4d7,frames/1d5c2e334719327d22d3f4d7.png,"[[0.209808,0.490331],[0.090525,0.936768],[0.292319,0.654556],[0.23761,0.472792],[0.176623,0.933579],[0.609808,0.169852],[0.405323,0.203335],[0.665413,0.192174],[0.704875,0.863425],[0.709359,0.091726],[0.766759,0.464819],[0.741646,0.133181],[0.540749,0.528597],[0.805323,0.240007],[0.192767,0.841103],[0.453754,0.603535],[0.170346,0.688039],[0.975,0.802838],[0.216983,0.818781],[0.660032,0.10767],[0.250166,0.120425],[0.555996,0.091726],[0.294112,0.75341],[0.910258,0.114048],[0.450166,0.528597],[0.511153,0.044444]]"
1dab5edeac725723fc8765dd,frames/1dab5edeac725723fc8765dd.png,"[[0.740182,0.637043],[0.480739,0.372839],[0.490815,0.473594],[0.606682,0.451205],[0.75026,0.583306],[0.351016,0.413142],[0.495853,0.086245],[0.606682,0.858706],[0.288044,0.489268],[0.665875,0.587784]]"
1db44b00e144b60069c6aaa4,frames/1db44b00e144b60069c6aaa4.png,"[[0.025,0.359589],[0.025,0.72471],[0.109359,0.517436],[0.362274,0.831536],[0.286937,0.951118],[0.534471,0.812403],[0.448373,0.348428],[0.613395,0.386693],[0.592767,0.65615],[0.513844,0.673689],[0.580211,0.310161],[0.621467,0.182608],[0.526399,0.6992],[0.601736,0.066215],[0.718328,0.397854],[0.729987,0.676878],[0.55238,0.226633],[0.82182,0.2411],[0.77214,0.450471],[0.846234,0.159123],[0.416983,0.955556],[0.04153,0.940317],[0.557805,0.385765],[0.554188,0.414699],[0.277969,0.643394],[0.405906,0.443632],[0.464677,0.491854],[0.599396,0.736178],[0.628329,0.244315],[0.50898,0.541683],[0.393248,0.650986],[0.081557,0.866614],[0.622364,0.772543],[0.545234,0.562079],[0.424158,0.475981],[0.530884,0.946335],[0.535201,0.3279],[0.47643,0.347189]]"
1dd85817cfc9d642de74eb0b,frames/1dd85817cfc9d642de74eb0b.png,"[[0.508447,0.625848],[0.354794,0.746755],[0.496733,0.146161],[0.508447,0.887813],[0.393838,0.25641],[0.447993,0.285518],[0.47822,0.227303],[0.431621,0.572111],[0.63313,0.267606],[0.430361,0.209391]]"
1dddbcbbbcc80b5f106655df,frames/1dddbcbbbcc80b5f106655df.png,"[[0.419673,0.668906],[0.314741,0.609912],[0.753305,0.227251],[0.480659,0.055054],[0.564965,0.12202],[0.06631,0.595562],[0.128193,0.539758],[0.166759,0.644989],[0.755099,0.6992],[0.095906,0.694417],[0.086041,0.924012],[0.234023,0.806026],[0.410705,0.477575],[0.164965,0.044444]]"
1decda90285a2d81d935ccfb,frames/1decda90285a2d81d935ccfb.png,"[[0.722552,0.64376],[0.481998,0.372839],[0.487036,0.478073],[0.505928,0.616892],[0.75026,0.578829],[0.357314,0.43777],[0.344719,0.25641],[0.605422,0.838555],[0.349757,0.175806],[0.667135,0.59898]]"
1dfef7c06dbdaffe7065431e,frames/1dfef7c06dbdaffe7065431e.png,"[[0.034023,0.710361],[0.243888,0.605129],[0.494113,0.935174],[0.565862,0.243196],[0.686041,0.118831],[0.728193,0.676878],[0.626521,0.258782],[0.85618,0.261996],[0.773037,0.447282],[0.752199,0.072324],[0.688004,0.372907],[0.654651,0.283056],[0.596684,0.260389],[0.114741,0.091726],[0.376623,0.71355],[0.382005,0.584401],[0.669005,0.632589],[0.393826,0.638983],[0.528718,0.272876],[0.222364,0.694417],[0.486937,0.251168],[0.259135,0.955556],[0.538059,0.480764],[0.564068,0.428149],[0.489628,0.488736],[0.362274,0.849075],[0.618777,0.416988],[0.460032,0.514247],[0.551512,0.378721],[0.536265,0.613101],[0.423261,0.595562],[0.518328,0.539758],[0.452857,0.45366],[0.477969,0.362778],[0.303978,0.678472],[0.502184,0.75341],[0.432229,0.420176],[0.538955,0.409015],[0.443888,0.955556]]"
1e27f65f5c5e1c684f2ad927,frames/1e27f65f5c5e1c684f2ad927.png,"[[0.476005,0.508303],[0.495851,0.825833],[0.58626,0.557305],[0.553182,0.392659],[0.533336,0.553384],[0.612979,0.431054],[0.696104,0.538526],[0.512225,0.128786],[0.714995,0.426576],[0.761594,0.442248]]"
1e2d8da5a76433760c825068,frames/1e2d8da5a76433760c825068.png,"[[0.667135,0.706453],[0.483258,0.3706],[0.494593,0.482551],[0.534895,0.216108],[0.74774,0.57435],[0.303157,0.630326],[0.295601,0.388512],[0.606682,0.84751],[0.431621,0.11983],[0.662099,0.594502]]"
